N,H1,H0,T1,T2,T3,T4 (max run),T5,T6(0),T8,K[+],K[-],Kdiff,PValue,Evalue,Keys,LCC Volts,Error
2410,0.9979121,1.0797829,10538,102.57280,141,12,2488,0.02690,2.80206,4.90153,1.42302,3.47851,0.24974,45.62400,12,1.680,23
2411,0.9985716,1.0656722,10445,71.81440,127,12,2492,0.02225,2.80857,4.74342,1.26491,3.47851,0.58956,37.36400,12,1.680,23
2412,0.9990071,1.0545421,10371,76.60160,114,15,2497,0.01855,2.80298,5.85021,1.73925,4.11096,0.84183,31.11600,12,1.682,23
2413,0.9987336,1.0617519,10419,95.07840,122,13,2495,0.02095,2.80230,6.95701,2.05548,4.90153,0.22693,46.34800,12,1.692,23
2414,0.9987577,1.0611497,10415,84.81920,130,13,2498,0.02075,2.80527,5.85021,1.89737,3.95285,0.74618,33.75600,12,1.692,23
2415,0.9982110,1.0736969,10498,105.48480,111,16,2492,0.02490,2.79939,5.69210,1.26491,4.42719,0.48811,39.60000,12,1.690,23
2416,0.9988051,1.0599460,10407,89.15840,119,13,2495,0.02035,2.79973,4.26907,1.89737,2.37171,0.73941,33.92400,12,1.691,23
2417,0.9987696,1.0608487,10413,119.12960,107,11,2495,0.02065,2.80698,4.58530,1.73925,2.84605,0.75382,33.56400,12,1.681,23
2418,0.9989196,1.0569414,10387,92.63360,121,17,2491,0.01935,2.80372,5.53399,2.52982,3.00416,0.55277,38.17200,12,1.681,23
2419,0.9990755,1.0525957,10358,95.64160,110,16,2495,0.01790,2.79562,4.11096,1.26491,2.84605,0.97359,24.58400,12,1.691,23
2420,0.9984803,1.0677876,10459,92.85760,114,13,2493,0.02295,2.80538,7.74758,2.05548,5.69210,0.21027,46.90800,12,1.691,23
2421,0.9985001,1.0673341,10456,73.55520,124,13,2492,0.02280,2.80113,6.00833,3.47851,2.52982,0.50683,39.18400,12,1.690,23
2422,0.9983725,1.0702090,10475,127.72480,120,12,2491,0.02375,2.81023,6.32456,1.26491,5.05964,0.54403,38.36400,12,1.690,23
2423,0.9983518,1.0706635,10478,126.80320,111,14,2495,0.02390,2.80664,4.74342,0.47434,4.26907,0.63022,36.46400,12,1.689,23
2424,0.9982325,1.0732415,10495,96.40320,130,12,2493,0.02475,2.80091,5.37587,1.42302,3.95285,0.33083,43.34000,12,1.689,23
2425,0.9989964,1.0548418,10373,83.27680,116,16,2493,0.01865,2.80450,4.74342,2.21359,2.52982,0.85236,30.78000,12,1.688,23
2426,0.9990651,1.0528949,10360,68.42240,122,13,2493,0.01800,2.80762,4.42719,2.52982,1.89737,0.91951,28.19200,12,1.678,23
2427,0.9986538,1.0637107,10432,98.44480,123,17,2490,0.02160,2.80129,5.05964,1.26491,3.79473,0.71419,34.53600,12,1.678,23
2428,0.9992097,1.0485614,10331,65.00480,124,22,2496,0.01655,2.80119,5.21776,2.52982,2.68794,0.91720,28.30000,12,1.677,02
2429,0.9990442,1.0534937,10364,82.57920,109,12,2496,0.01820,2.80124,7.11512,2.05548,5.05964,0.84196,31.11200,12,1.677,23
2430,0.9987336,1.0617519,10419,92.22400,116,13,2493,0.02095,2.80270,6.00833,1.89737,4.11096,0.56626,37.87600,12,1.679,23
2431,0.9989910,1.0549917,10374,117.23520,110,13,2497,0.01870,2.80624,4.90153,1.73925,3.16228,0.71419,34.53600,12,1.678,23
2432,0.9989363,1.0564912,10384,91.37920,115,19,2498,0.01920,2.79727,5.69210,2.52982,3.16228,0.53838,38.48800,12,1.679,23
2433,0.9989910,1.0549917,10374,78.77760,121,16,2496,0.01870,2.80414,4.42719,1.58114,2.84605,0.92317,28.01600,12,1.678,23
2434,0.9992428,1.0475173,10324,67.36000,114,14,2497,0.01620,2.80111,5.37587,2.21359,3.16228,0.95044,26.48000,12,1.677,02
2435,0.9992567,1.0470701,10321,56.62080,138,11,2498,0.01605,2.80968,4.11096,1.42302,2.68794,0.98050,23.77200,12,1.678,00
2436,0.9993068,1.0454314,10310,72.01920,119,12,2496,0.01550,2.80057,4.11096,0.63246,3.47851,0.99909,17.77600,12,1.680,02
2437,0.9990858,1.0522964,10356,72.07680,131,15,2496,0.01780,2.80806,4.58530,1.26491,3.32039,0.92350,28.00000,12,1.682,23
2438,0.9989748,1.0554414,10377,67.76960,124,15,2495,0.01885,2.79600,6.00833,2.52982,3.47851,0.79055,32.60400,12,1.692,23
2439,0.9992751,1.0464740,10317,72.38400,123,12,2496,0.01585,2.79859,3.47851,2.68794,0.79057,0.99106,21.91600,12,1.691,02
2440,0.9981531,1.0749120,10506,126.09920,111,12,2496,0.02530,2.80465,4.11096,2.37171,1.73925,0.56170,37.97600,12,1.693,23
2441,0.9971551,1.0935711,10628,143.00800,104,15,2492,0.03140,2.80155,6.64078,0.47434,6.16644,0.05365,55.37600,12,1.695,23
2442,0.9988915,1.0576919,10392,106.08640,122,13,2497,0.01960,2.80329,5.53399,2.84605,2.68794,0.27466,44.88000,12,1.695,23
2443,0.9982680,1.0724828,10490,83.69920,125,13,2497,0.02450,2.80669,4.11096,1.73925,2.37171,0.56535,37.89600,12,1.694,23
2444,0.9982468,1.0729379,10493,105.97760,122,12,2492,0.02465,2.80126,4.90153,0.79057,4.11096,0.62573,36.56400,12,1.693,23
2445,0.9989419,1.0563412,10383,90.23360,127,14,2495,0.01915,2.80055,4.42719,0.94868,3.47851,0.91282,28.50000,12,1.693,23
2446,0.9990442,1.0534937,10364,99.47520,110,13,2497,0.01820,2.80277,4.74342,1.58114,3.16228,0.94159,27.03200,12,1.693,23
2447,0.9990547,1.0531943,10362,70.61760,114,13,2497,0.01810,2.80545,4.26907,3.95285,0.31623,0.73762,33.96800,12,1.694,23
2448,0.9986848,1.0629570,10427,91.51360,136,19,2496,0.02135,2.80335,6.00833,3.47851,2.52982,0.35777,42.65200,12,1.695,23
2449,0.9981385,1.0752160,10508,91.65440,119,13,2493,0.02540,2.79920,5.85021,1.58114,4.26907,0.30193,44.11200,12,1.695,23
2450,0.9979737,1.0785637,10530,114.40000,136,14,2494,0.02650,2.80640,7.90569,2.37171,5.53399,0.26081,45.28800,12,1.693,23
2451,0.9986786,1.0631077,10428,75.09760,113,13,2495,0.02140,2.80242,5.05964,2.21359,2.84605,0.58392,37.48800,12,1.703,23
2452,0.9976973,1.0839056,10565,100.52480,137,16,2488,0.02825,2.80482,7.43135,1.42302,6.00833,0.09753,51.95600,12,1.704,23
2453,0.9990651,1.0528949,10360,79.71200,106,13,2497,0.01800,2.80238,6.00833,3.00416,3.00416,0.89392,29.29600,12,1.704,23
2454,0.9984869,1.0676364,10458,117.54240,120,13,2496,0.02290,2.80745,6.48267,3.63662,2.84605,0.22950,46.26400,12,1.704,23
2455,0.9981604,1.0747601,10505,124.75520,118,12,2495,0.02525,2.80473,4.90153,0.94868,3.95285,0.47684,39.85200,12,1.705,23
2456,0.9989252,1.0567913,10386,70.61760,115,16,2497,0.01930,2.80696,4.58530,1.42302,3.16228,0.96252,25.60000,12,1.715,23
2457,0.9981822,1.0743043,10502,93.36960,112,12,2495,0.02510,2.80168,5.05964,0.63246,4.42719,0.58683,37.42400,12,1.715,23
2458,0.9981458,1.0750640,10507,103.36640,114,13,2492,0.02535,2.80231,8.06381,1.73925,6.32456,0.16681,48.53200,12,1.715,23
2459,0.9987093,1.0623543,10423,124.26240,100,18,2496,0.02115,2.81119,6.32456,2.05548,4.26907,0.61348,36.83600,12,1.714,23
2460,0.9974204,1.0889604,10598,135.50080,120,13,2493,0.02990,2.80291,5.53399,1.89737,3.63662,0.07058,53.84800,12,1.713,23
2461,0.9982962,1.0718761,10486,87.50080,120,13,2493,0.02430,2.80970,4.26907,1.26491,3.00416,0.72583,34.25600,12,1.714,23
2462,0.9969804,1.0964989,10647,140.03200,146,16,2487,0.03235,2.80946,5.85021,0.47434,5.37587,0.04554,56.26000,12,1.714,23
2463,0.9980645,1.0767367,10518,154.89920,109,15,2488,0.02590,2.80193,5.85021,0.31623,5.53399,0.38162,42.06400,12,1.713,23
2464,0.9984336,1.0688465,10466,90.70080,134,16,2497,0.02330,2.80229,5.53399,0.94868,4.58530,0.58792,37.40000,12,1.723,23
2465,0.9972361,1.0921864,10619,142.92480,120,14,2491,0.03095,2.80268,6.00833,-0.15811,6.16644,0.07659,53.38000,12,1.722,23
2466,0.9978731,1.0805455,10543,101.28640,105,14,2493,0.02715,2.80390,5.05964,1.89737,3.16228,0.25222,45.54800,12,1.722,23
2467,0.9973597,1.0900349,10605,119.32800,131,15,2491,0.03025,2.80824,5.69210,1.73925,3.95285,0.09883,51.87600,12,1.721,23
2468,0.9976150,1.0854355,10575,100.20480,158,15,2494,0.02875,2.81559,6.48267,0.94868,5.53399,0.03962,56.99600,12,1.711,23
2469,0.9988972,1.0575418,10391,101.31840,109,13,2493,0.01955,2.80212,4.58530,2.52982,2.05548,0.88148,29.77200,12,1.711,23
2470,0.9983380,1.0709665,10480,88.10880,125,12,2496,0.02400,2.80527,5.85021,2.21359,3.63662,0.40363,41.53600,12,1.711,23
2471,0.9979737,1.0785637,10530,122.94400,101,13,2494,0.02650,2.80587,5.05964,0.31623,4.74342,0.42029,41.14400,12,1.712,23
2472,0.9972982,1.0911103,10612,119.20000,127,15,2489,0.03060,2.80100,7.27324,0.94868,6.32456,0.02593,59.16000,12,1.712,23
2473,0.9976646,1.0845173,10569,119.86560,122,15,2490,0.02845,2.80655,5.53399,1.42302,4.11096,0.21213,46.84400,12,1.712,23
2474,0.9971551,1.0935711,10628,132.16000,119,19,2490,0.03140,2.80158,6.32456,1.26491,5.05964,0.03398,57.79200,12,1.722,23
2475,0.9978179,1.0816138,10550,115.20000,123,12,2493,0.02750,2.80478,4.74342,1.58114,3.16228,0.23495,46.08800,12,1.722,23
2476,0.9972002,1.0928017,10623,122.32960,127,18,2493,0.03115,2.80395,5.37587,1.10680,4.26907,0.09061,52.39600,12,1.723,23
2477,0.9981749,1.0744562,10503,111.00160,134,16,2495,0.02515,2.80653,5.69210,1.89737,3.79473,0.24496,45.77200,12,1.723,23
2478,0.9974462,1.0885002,10595,100.26880,139,14,2485,0.02975,2.81262,5.69210,1.42302,4.26907,0.03908,57.06800,12,1.723,23
2479,0.9973422,1.0903421,10607,107.92320,142,14,2493,0.03035,2.80878,5.05964,1.73925,3.32039,0.17891,48.05200,12,1.713,23
2480,0.9988285,1.0593446,10403,78.85440,120,15,2495,0.02015,2.80146,4.11096,1.89737,2.21359,0.96526,25.37200,12,1.711,23
2481,0.9976481,1.0848233,10571,143.88480,109,13,2489,0.02855,2.81062,7.43135,0.63246,6.79890,0.13533,49.91600,12,1.713,23
2482,0.9980420,1.0771932,10521,123.75680,126,14,2492,0.02605,2.80511,4.42719,2.21359,2.21359,0.41841,41.18800,12,1.712,23
2483,0.9978259,1.0814611,10549,115.09760,137,16,2493,0.02745,2.80511,6.64078,1.42302,5.21776,0.10405,51.56400,12,1.711,23
2484,0.9977379,1.0831412,10560,132.71680,98,13,2491,0.02800,2.80834,5.69210,0.94868,4.74342,0.23222,46.17600,12,1.713,23
2485,0.9985458,1.0662763,10449,81.83680,140,14,2494,0.02245,2.80968,4.74342,0.63246,4.11096,0.80958,32.07600,12,1.703,23
2486,0.9981385,1.0752160,10508,109.23520,137,12,2495,0.02540,2.80722,6.16644,0.94868,5.21776,0.47916,39.80000,12,1.703,23
2487,0.9981458,1.0750640,10507,95.43040,122,16,2493,0.02535,2.80477,4.58530,2.05548,2.52982,0.41329,41.30800,12,1.702,23
2488,0.9984268,1.0689978,10467,104.64640,120,15,2493,0.02335,2.80706,4.58530,0.79057,3.79473,0.80562,32.18800,12,1.702,23
2489,0.9990755,1.0525957,10358,83.71200,114,14,2497,0.01790,2.80000,4.11096,0.94868,3.16228,0.99310,21.36000,12,1.702,23
2490,0.9989419,1.0563412,10383,74.69440,124,13,2493,0.01915,2.80031,5.05964,2.84605,2.21359,0.64185,36.20400,12,1.692,23
2491,0.9988631,1.0584429,10397,105.97120,119,14,2495,0.01985,2.80598,4.42719,1.42302,3.00416,0.74393,33.81200,12,1.693,23
2492,0.9977054,1.0837527,10564,121.06880,131,11,2491,0.02820,2.80486,4.58530,1.26491,3.32039,0.29324,44.35200,12,1.692,23
2493,0.9984336,1.0688465,10466,109.86240,127,14,2492,0.02330,2.80559,4.90153,1.58114,3.32039,0.43373,40.83200,12,1.690,23
2494,0.9990806,1.0524460,10357,57.94560,119,19,2496,0.01785,2.80430,5.37587,2.52982,2.84605,0.88890,29.49200,12,1.680,23
2495,0.9980570,1.0768889,10519,123.73120,112,13,2494,0.02595,2.80816,4.90153,1.89737,3.00416,0.33917,43.12400,12,1.680,23
2496,0.9979584,1.0788684,10532,104.76160,116,13,2493,0.02660,2.80013,6.16644,1.73925,4.42719,0.10660,51.41600,12,1.679,23
2497,0.9989802,1.0552915,10376,93.96480,110,16,2493,0.01880,2.80559,6.16644,2.05548,4.11096,0.77754,32.95200,12,1.669,23
2498,0.9994385,1.0408234,10279,85.11360,111,13,2498,0.01395,2.80808,5.21776,2.37171,2.84605,0.98949,22.27600,12,1.679,02
2499,0.9991953,1.0490091,10334,60.72320,124,12,2496,0.01670,2.80902,3.95285,3.00416,0.94868,0.98540,23.04800,12,1.669,02
2500,0.9993113,1.0452826,10309,55.91680,127,16,2499,0.01545,2.80397,3.95285,2.21359,1.73925,0.95111,26.43600,12,1.671,00
2501,0.9993975,1.0423082,10289,77.93280,134,11,2499,0.01445,2.80183,5.05964,2.68794,2.37171,0.93355,27.48400,12,1.670,02
2502,0.9988343,1.0591943,10402,74.57280,134,13,2496,0.02010,2.80512,4.74342,2.37171,2.37171,0.82435,31.64800,12,1.669,23
2503,0.9984537,1.0683926,10463,88.29440,113,13,2491,0.02315,2.80805,6.00833,3.16228,2.84605,0.31358,43.79600,12,1.679,23
2504,0.9988915,1.0576919,10392,76.39040,133,15,2496,0.01960,2.80789,5.21776,2.05548,3.16228,0.70441,34.76800,12,1.689,23
2505,0.9987396,1.0616013,10418,78.46400,140,14,2496,0.02090,2.80506,4.58530,1.73925,2.84605,0.80519,32.20000,12,1.689,23
2506,0.9982610,1.0726345,10491,93.78560,107,13,2491,0.02455,2.80248,5.05964,0.63246,4.42719,0.51931,38.90800,12,1.691,23
2507,0.9980868,1.0762803,10515,101.87520,117,16,2491,0.02575,2.79943,5.37587,2.05548,3.32039,0.25405,45.49200,12,1.691,23
2508,0.9984268,1.0689978,10467,113.26080,119,16,2493,0.02335,2.81315,4.90153,0.47434,4.42719,0.76449,33.29200,12,1.692,23
2509,0.9982254,1.0733933,10496,134.00320,123,15,2494,0.02480,2.80886,5.69210,0.15811,5.53399,0.63381,36.38400,12,1.691,23
2510,0.9988972,1.0575418,10391,65.50400,137,14,2495,0.01955,2.80068,5.69210,2.37171,3.32039,0.80047,32.33200,12,1.681,23
2511,0.9991661,1.0499049,10340,83.38560,116,13,2496,0.01700,2.80608,4.26907,2.05548,2.21359,0.90180,28.97600,12,1.681,02
2512,0.9989964,1.0548418,10373,100.28160,111,12,2495,0.01865,2.80728,3.95285,2.68794,1.26491,0.93633,27.33200,12,1.691,23
2513,0.9986350,1.0641631,10435,112.03840,105,15,2495,0.02175,2.80987,4.58530,0.79057,3.79473,0.92930,27.70800,12,1.689,23
2514,0.9983311,1.0711181,10481,99.31520,125,14,2493,0.02405,2.80778,5.85021,1.58114,4.26907,0.54403,38.36400,12,1.690,23
2515,0.9995383,1.0369699,10253,42.77760,95,15,2498,0.01265,2.80826,4.42719,1.89737,2.52982,0.99818,18.87600,12,1.680,00
2516,0.9990599,1.0530446,10361,90.32320,110,13,2498,0.01805,2.81006,5.05964,1.89737,3.16228,0.89622,29.20400,12,1.680,23
2517,0.9990442,1.0534937,10364,77.63200,123,15,2493,0.01820,2.80865,3.79473,0.94868,2.84605,0.97359,24.58400,12,1.670,23
2518,0.9991364,1.0508013,10346,84.64640,121,18,2496,0.01730,2.80579,4.26907,3.00416,1.26491,0.92052,28.14400,12,1.660,03
2519,0.9997396,1.0276750,10190,63.07840,111,14,2494,0.00950,2.80506,3.79473,2.21359,1.58114,0.99947,16.97600,12,1.662,02
2520,0.9990442,1.0534937,10364,57.06240,123,13,2495,0.01820,2.81078,4.74342,2.37171,2.37171,0.75588,33.51200,12,1.662,21
2521,0.9992001,1.0488599,10333,81.54240,118,14,2495,0.01665,2.80031,5.85021,3.63662,2.21359,0.93903,27.18000,12,1.660,02
2522,0.9995309,1.0372659,10255,83.09120,113,14,2496,0.01275,2.80718,3.63662,1.42302,2.21359,0.99950,16.90800,12,1.660,02
2523,0.9997891,1.0248835,10171,53.16480,130,12,2499,0.00855,2.80249,3.79473,2.05548,1.73925,0.99591,20.31600,12,1.660,00
2524,0.9992239,1.0481139,10328,80.78720,114,14,2494,0.01640,2.80676,5.53399,3.00416,2.52982,0.85100,30.82400,12,1.660,02
2525,0.9993023,1.0455803,10311,107.65440,100,13,2495,0.01555,2.80635,5.69210,1.42302,4.26907,0.94152,27.03600,12,1.660,02
2526,0.9996381,1.0326838,10224,46.05440,130,15,2498,0.01120,2.81084,7.27324,1.73925,5.53399,0.97967,23.88000,12,1.661,00
2527,0.9993068,1.0454314,10310,75.60320,114,11,2496,0.01550,2.80290,5.05964,1.58114,3.47851,0.97566,24.36000,12,1.663,02
2528,0.9990284,1.0539429,10367,82.56640,125,15,2497,0.01835,2.80819,4.58530,1.10680,3.47851,0.93691,27.30000,12,1.662,23
2529,0.9989196,1.0569414,10387,73.62560,115,15,2497,0.01935,2.80682,4.26907,2.52982,1.73925,0.87533,29.99600,12,1.663,23
2530,0.9996509,1.0320936,10220,63.35360,123,15,2498,0.01100,2.80422,4.58530,2.84605,1.73925,0.96704,25.21600,12,1.661,02
2531,0.9995048,1.0383026,10262,67.80160,145,16,2499,0.01310,2.80705,4.74342,3.00416,1.73925,0.97644,24.27200,12,1.662,02
2532,0.9995198,1.0377101,10258,57.95840,108,13,2497,0.01290,2.80705,4.11096,2.37171,1.73925,0.97025,24.92000,12,1.661,02
2533,0.9993113,1.0452826,10309,83.77600,111,13,2497,0.01545,2.80432,3.95285,1.73925,2.21359,0.97317,24.62800,12,1.651,02
2534,0.9989802,1.0552915,10376,64.99200,139,18,2497,0.01880,2.81064,5.05964,2.05548,3.00416,0.89331,29.32000,12,1.652,23
2535,0.9998311,1.0222438,10153,68.56320,113,13,2499,0.00765,2.81371,3.47851,2.52982,0.94868,0.99997,13.42800,12,1.642,02
2536,0.9995914,1.0347513,10238,59.00800,126,14,2499,0.01190,2.81363,6.48267,3.16228,3.32039,0.95329,26.28800,12,1.641,02
2537,0.9998781,1.0188780,10130,71.69280,119,15,2498,0.00650,2.81267,3.32039,3.95285,0.63246,0.99973,16.09600,12,1.642,02
2538,0.9996727,1.0310614,10213,73.21600,90,15,2498,0.01065,2.81181,3.79473,2.68794,1.10680,0.99889,18.07600,12,1.644,06
2539,0.9995011,1.0384508,10263,56.05760,119,15,2498,0.01315,2.80725,5.69210,1.26491,4.42719,0.99581,20.36400,12,1.644,00
2540,0.9998060,1.0238564,10164,57.89440,118,12,2499,0.00820,2.80558,3.32039,4.42719,1.10680,0.99558,20.46400,12,1.646,02
2541,0.9995563,1.0362300,10248,47.65440,123,14,2499,0.01240,2.80663,4.74342,1.73925,3.00416,0.99930,17.38400,12,1.646,00
2542,0.9994017,1.0421597,10288,73.91360,110,13,2498,0.01440,2.81550,4.74342,2.37171,2.37171,0.96474,25.41600,12,1.646,02
2543,0.9995236,1.0375620,10257,68.97280,116,19,2499,0.01285,2.80988,5.21776,2.37171,2.84605,0.73355,34.06800,12,1.646,02
2544,0.9995383,1.0369699,10253,59.91040,120,13,2498,0.01265,2.81050,5.53399,1.73925,3.79473,0.99565,20.43600,12,1.646,02
2545,0.9997057,1.0294408,10202,77.93280,119,13,2499,0.01010,2.80245,3.95285,2.84605,1.10680,0.99259,21.51200,12,1.646,02
2546,0.9998483,1.0210722,10145,69.59360,118,18,2498,0.00725,2.80971,3.79473,2.68794,1.10680,0.99958,16.66800,12,1.656,02
2547,0.9994972,1.0385989,10264,91.19360,111,12,2497,0.01320,2.80524,4.26907,3.79473,0.47434,0.85346,30.74400,12,1.655,02
2548,0.9991905,1.0491584,10335,126.13120,95,12,2496,0.01675,2.80730,4.74342,1.89737,2.84605,0.95857,25.90800,12,1.657,02
2549,0.9993246,1.0448360,10306,78.64960,121,14,2497,0.01530,2.80079,4.26907,1.73925,2.52982,0.93539,27.38400,12,1.659,02
2550,0.9986971,1.0626556,10425,114.57920,134,11,2495,0.02125,2.80913,4.90153,2.37171,2.52982,0.81350,31.96400,12,1.659,23
2551,0.9994584,1.0400815,10274,78.86720,107,15,2498,0.01370,2.80701,3.47851,2.21359,1.26491,0.98142,23.64800,12,1.660,02
2552,0.9989638,1.0557412,10379,112.51200,122,13,2493,0.01895,2.81046,4.74342,2.37171,2.37171,0.81794,31.83600,12,1.650,23
2553,0.9992381,1.0476664,10325,94.13120,115,14,2499,0.01625,2.80145,4.74342,4.26907,0.47434,0.93023,27.66000,12,1.651,02
2554,0.9991113,1.0515487,10351,63.05920,118,12,2498,0.01755,2.80612,5.69210,3.00416,2.68794,0.85383,30.73200,12,1.661,23
2555,0.9997057,1.0294408,10202,43.72480,120,15,2498,0.01010,2.81493,4.42719,2.21359,2.21359,0.98851,22.48000,12,1.663,00
2556,0.9992049,1.0487106,10332,60.05120,121,16,2496,0.01660,2.80571,6.79890,2.68794,4.11096,0.89850,29.11200,12,1.662,02
2557,0.9990960,1.0519973,10354,107.51360,109,15,2496,0.01770,2.80536,6.00833,1.58114,4.42719,0.90142,28.99200,12,1.662,23
2558,0.9994058,1.0420111,10287,54.43840,122,11,2498,0.01435,2.80544,4.90153,2.05548,2.84605,0.97231,24.71600,12,1.652,00
2559,0.9996819,1.0306192,10210,66.96320,115,12,2499,0.01050,2.80237,3.47851,3.16228,0.31623,0.99747,19.44000,12,1.654,02
2560,0.9994934,1.0387471,10265,59.52640,123,13,2497,0.01325,2.80413,4.42719,2.05548,2.37171,0.98345,23.35600,12,1.655,02
2561,0.9997611,1.0264989,10182,84.63360,109,16,2500,0.00910,2.81282,3.32039,2.68794,0.63246,0.99852,18.53600,12,1.654,02
2562,0.9993246,1.0448360,10306,53.12000,127,11,2494,0.01530,2.80411,5.05964,2.05548,3.00416,0.97442,24.49600,12,1.652,00
2563,0.9993637,1.0434972,10297,102.01600,122,12,2498,0.01485,2.81047,4.74342,1.89737,2.84605,0.93875,27.19600,12,1.653,02
2564,0.9997057,1.0294408,10202,53.13920,121,14,2497,0.01010,2.80647,6.00833,2.05548,3.95285,0.98855,22.47200,12,1.653,00
2565,0.9995705,1.0356383,10244,52.07040,117,12,2499,0.01220,2.81341,4.74342,1.58114,3.16228,0.99773,19.24800,12,1.653,00
2566,0.9992933,1.0458782,10313,74.75200,120,13,2498,0.01565,2.80089,4.42719,1.89737,2.52982,0.95629,26.07600,12,1.654,02
2567,0.9997341,1.0279691,10192,75.22560,113,13,2498,0.00960,2.80988,5.85021,2.68794,3.16228,0.98794,22.59200,12,1.652,02
2568,0.9992428,1.0475173,10324,57.81120,111,15,2497,0.01620,2.80398,4.74342,3.95285,0.79057,0.85223,30.78400,12,1.654,02
2569,0.9988859,1.0578421,10393,62.77120,121,13,2495,0.01965,2.80318,5.37587,2.68794,2.68794,0.74361,33.82000,12,1.654,23
2570,0.9994545,1.0402298,10275,56.30080,110,12,2498,0.01375,2.80317,5.69210,2.05548,3.63662,0.97239,24.70800,12,1.656,00
2571,0.9982038,1.0738487,10499,115.29600,108,14,2491,0.02495,2.80521,5.69210,0.79057,4.90153,0.38940,41.87600,12,1.657,23
2572,0.9990495,1.0533440,10363,71.58400,109,19,2494,0.01815,2.80324,4.42719,1.42302,3.00416,0.91789,28.26800,12,1.656,23
2573,0.9994182,1.0415656,10284,83.07200,99,12,2498,0.01420,2.81457,6.79890,1.89737,4.90153,0.86842,30.24000,12,1.654,02
2574,0.9996084,1.0340126,10233,54.69440,108,13,2498,0.01165,2.80660,4.90153,2.05548,2.84605,0.99946,17.00400,12,1.654,00
2575,0.9995914,1.0347513,10238,64.59520,122,19,2497,0.01190,2.80373,5.05964,3.00416,2.05548,0.90466,28.85600,12,1.664,02
2576,0.9992145,1.0484122,10330,71.78880,127,12,2497,0.01650,2.81091,4.90153,1.58114,3.32039,0.95057,26.47200,12,1.663,02
2577,0.9994819,1.0391918,10268,83.87200,134,12,2498,0.01340,2.81061,5.05964,2.05548,3.00416,0.97706,24.20000,12,1.665,02
2578,0.9993246,1.0448360,10306,79.14880,108,12,2495,0.01530,2.79953,5.05964,3.16228,1.89737,0.71519,34.51200,12,1.664,02
2579,0.9994017,1.0421597,10288,76.46720,124,12,2499,0.01440,2.80712,4.26907,2.21359,2.05548,0.99204,21.66400,12,1.665,02
2580,0.9994264,1.0412687,10282,90.19520,107,15,2498,0.01410,2.80347,4.42719,2.52982,1.89737,0.95635,26.07200,12,1.666,02
2581,0.9991905,1.0491584,10335,77.51680,117,12,2498,0.01675,2.80092,5.85021,2.37171,3.47851,0.92423,27.96400,12,1.668,02
2582,0.9985651,1.0658232,10446,81.75360,127,14,2495,0.02230,2.80425,6.16644,1.42302,4.74342,0.45928,40.24800,12,1.658,23
2583,0.9998441,1.0213650,10147,72.74240,110,11,2499,0.00735,2.80256,3.32039,4.58530,1.26491,0.99958,16.67600,12,1.658,02
2584,0.9997740,1.0257644,10177,74.82880,113,14,2500,0.00885,2.80726,4.74342,4.26907,0.47434,0.99687,19.82000,12,1.659,02
2585,0.9991062,1.0516982,10352,75.31520,128,15,2498,0.01760,2.80557,4.11096,2.05548,2.05548,0.96152,25.68000,12,1.669,23
2586,0.9991710,1.0497556,10339,91.83360,107,13,2496,0.01695,2.81206,5.85021,1.10680,4.74342,0.84157,31.12400,12,1.669,02
2587,0.9993551,1.0437946,10299,99.75680,111,12,2494,0.01495,2.80810,5.85021,2.84605,3.00416,0.91406,28.44400,12,1.668,02
2588,0.9989748,1.0554414,10377,66.55360,118,14,2497,0.01885,2.81040,4.42719,3.32039,1.10680,0.90209,28.96400,12,1.658,23
2589,0.9990960,1.0519973,10354,86.95040,115,13,2495,0.01770,2.80452,4.58530,1.26491,3.32039,0.96512,25.38400,12,1.659,23
2590,0.9997663,1.0262051,10180,66.88640,124,12,2499,0.00900,2.80470,4.74342,2.21359,2.52982,0.99587,20.33600,12,1.659,02
2591,0.9991364,1.0508013,10346,88.04480,122,13,2496,0.01730,2.80595,4.58530,2.21359,2.37171,0.77144,33.11200,12,1.658,03
2592,0.9994385,1.0408234,10279,76.58240,134,12,2499,0.01395,2.80834,3.95285,1.89737,2.05548,0.99568,20.42000,12,1.659,02
2593,0.9990858,1.0522964,10356,73.27360,115,19,2495,0.01780,2.81387,4.26907,2.05548,2.21359,0.89392,29.29600,12,1.660,23
2594,0.9985716,1.0656722,10445,108.63360,133,13,2497,0.02225,2.80267,6.95701,0.47434,6.48267,0.52185,38.85200,12,1.661,23
